,Unnamed: 0,Id,Impact,Urgency,IncidentType,ServiceProcessed,MailSubject,MailTextBody,ManualGroups,Combined_Content
1895,1195,INC000009486238,3-Moderate/Limited,3-Medium,Service Request,EDA_S_APS_PC,0 1 2 3 .2 / Bitte Laptop mit Asset-Nr. 0 1 2 3 zum Aufsetzen als EDA Workstation zulassen - SCCM aktualisieren,"guten morgen liebe kolleginnen und kollegen,  zwei fahrer dieser botschaft müssen in einer angespannten personellen situation in ein büro zusammenziehen und künftig ihre einsätze über outlook verwalten. daher muss einer der beiden neu mit einem laptop ausgestattet werden. die outlook-terminverwaltung wird allerdings die einzige tätigkeit dieser fahrer am laptop bleiben.  aus dem obgenannten grund muss einem dieser fahrer ein laptop ausgehändigt werden. zur gleichbehandlung beider bitte ich daher, dass der bisher als standalone verwendete laptop mit asset-nr. 0 1 2 3 nochmals als eda workstation laptop aufgesetzt werden darf. könntet ihr den genannten laptop im sccm entsprechend eintragen?  ich danke im voraus für das verständnis und die bemühungen.  liebe grüsse",Standalone|Outlook,laptop assetnr aufsetzen workstation zulassen sccm aktualisieren kolleginnen fahrer botschaft angespannt personell situation büro zusammenziehen einsätze outlook verwalten laptop ausstatten outlookterminverwaltung einzig tätigkeit fahrer laptop obgenannten fahrer laptop aushändigen gleichbehandlung standalone verwenden laptop assetnr nochmals workstation laptop aufsetzen genannt laptop sccm eintragen voraus verständnis bemühungen
1896,1194,INC000009485943,4-Minor/Localized,4-Low,Service Request,EDA_ANW_Intranet/Collaboration EDA,Zugriff auf Intranetseite KMZ,"liebes helpdesk team  ich sollte auf folgender seite (und unterseiten) aenderungen machen.  https://www.admin.chaccueil%20de%20la%20communauté.aspx  können sie mir bitte die berechtigung dafür geben? ich war schon vorher bei der deza publisher. ich dachte eigentlich, dass diese rechte personenbezogen sind (?).  vielen dank für ihre rückantwort.  freundliche grüsse",,zugreifen intranetseite kmz lieb team unterseiten aenderungen berechtigung publisher denken rechte personenbezogen rückantwort
1897,1193,INC000009485478,4-Minor/Localized,4-Low,Failure,EDA_S_APS_Peripherie,Neue Dockingstation,"sehr geehrte damen und herren  bei der dockingstation no 0 1 2 3 funktioniert nur noch ein usb-port, wir werden diese daher vor ort entsorgen.  könnten sie uns bitte mit dem nächsten kurier eine ersatzdockingstation schicken?  besten dank und freundliche grüsse",,dockingstation dockingstation funktionieren usbport entsorgen nächst kurier ersatzdockingstation schick gut
1898,1191,INC000009483552,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,Lieferung HW nach Chengdu,"liebe kollegin, lieber kollege  anlässlich des entsendegesprächs mit der künftigen postenchefin in chengdu, frau cornelia camenzind, haben wir vereinbart, dass folgende hw nach chengdu geliefert wird:   ·     eine docking station für ihr dell latitude e7270  ·     ein externer standard-monitor  ich bitte euch, die lieferung zu veranlassen.  vielen dank.   freundliche grüsse",,lieferung chengdu anlässlich entsendegesprächs künftig postenchefin chengdu camenzind vereinbart chengdu liefern docking station dell latitude extern standardmonitor lieferung veranlassen
1899,1190,INC000009483532,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,"Mind Manager - Betrifft Max Muster MXM, zukünftige stellvertr. Abteilungschefin, Abteilung Globale Institutionen, DEZA","sehr geehrte damen und herren  frau Max Muster kie hat den mind manager viewer bei sich installiert und kann aber damit nicht arbeiten. frage: ist der minda manager viewer das gleiche programm wie der mind manager? ich bin da nicht sicher.  oder muss man den mind manager extra beantragen?   es würde mich freuen, von ihnen zu hören.   fg peter schüpbach (super user)    peter schüpbach administrator dfa federal department of foreign affairs sdc swiss agency for development and cooperation department of global institutions freiburgstrasse 0 1 2 3 , ch 0 1 2 3 bern / switzerland office a 0 1 2 3 tel: +0 1 2 3 fax: +0 1 2 3 https://www.admin.ch> https://www.admin.ch/>   www.deza.ch<http://www.deza.ch/> [cid:image006.png@01d36f44.87e97680]<https://www.facebook.com/agenda2030switzerland/>[cid:image007.png@01d36f44.87e97680]<https://twitter.com/2030agendach?lang=en>  visit the sdc platform for multilateral cooperation<http://www.sdc-multilateral.ch/>  this e-mail may contain trade secrets or privileged, undisclosed or otherwise confidential information. if you have received this e-mail in error, you are hereby notified that any review, copying or distribution of it is strictly prohibited. please inform us immediately and destroy the original transmittal. thank you for your cooperation.",,mind manager betreffen zukünftig stellvertr abteilungschefin abteilung global institutionen mind manager viewer installieren fragen manager viewer programm mind manager mind manager extra beantragen freuen hören schüpbach super user schüpbach administrator dfa federal department foreign affairs sdc swiss agency development cooperation department global institutions freiburgstrasse switzerland office tel fax visit the sdc platform multilateral this email contain trade secrets privileged undisclosed otherwise confidential you have received this email error you are hereby notified that any review copying distribution strictly prohibited please inform immediately destroy the original transmittal thank you your cooperation
1900,1187,INC000009482860,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_UCC_Benutzertelefonie,Umleitung Telefon,"guten morgen meine damen und herren  darf ich sie bitten, folgende telefonnummer umzuleiten:   -    0 1 2 3 auf die nummer 0 1 2 3 zeit = heute freitag, 11:15 bis 13:00 uhr  im voraus besten dank und freundliche grüsse",Benutzeranleitungen_Telefonie,umleitung telefon telefonnummer umleiten nummer zeit uhr voraus gut
1901,1186,INC000009482063,4-Minor/Localized,2-High,Security,EDA_S_Netzdrucker,Probleme beim Registrieren der neuen Smartcard mit Printer EDA-0 1 2 3 ,"guten tag herr reber  leider muss ich sie wegen neuen smartcard erneut kontaktieren. ich kann nach wie vor nicht scannen. ein anmelden mit der aktuellen puk war nicht möglich. da meine kollegin in den ferien ist, habe ich momentan keine möglichkeit mehr, dokumente zu scannen.  vielen dank für ihre hilfe.  freundliche grüsse",Drucker___Multifunktionsgeräte_,probleme registrieren smartcard printer eda0 tag smartcard kontaktieren scannen anmelden aktuell ferien momentan möglichkeit dokumente scannen hilfe
1902,1185,INC000009482062,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Account,Berechtigungen Mailadresse _EDA-PD ASP Private Sicherheitsdienste,sehr geehrte damen und herren  im rahmen unserer prüfung der abteilung sicherheitspolitik (asp) prüfen wir u.a. den datenschutz. hierzu wären wir ihnen dankbar für eine übersicht der https://www.admin.ch> zugriff haben.  herzlichen dank für ihre bemühungen.  freundliche grüsse,,berechtigungen mailadresse _ edapd asp privat sicherheitsdienste rahmen prüfung abteilung sicherheitspolitik asp prüfen datenschutz hierzu dankbar übersicht zugreifen herzlich bemühungen
1903,1183,INC000009481742,4-Minor/Localized,3-Medium,Failure,EDA_S_BA_Mailbox,Zugriff auf Mails in Personal Folder im Outlook funktioniert nicht mehr,"guten tag  ich habe keinen zugriff mehr auf die mails im personal folder, brauche diese aber dringend. was muss ich machen? [cid:image001.jpg@01d5324b.dccbafd0]  da ich an einem workshop bin, wäre ich froh um instruktionen per mail.  danke für ihre unterstützung und freundliche grüsse",,zugreifen mails personal folder outlook funktionieren tag zugreifen mails personal folder brauche dringen workshop instruktionen mail unterstützung
1904,1182,INC000009481642,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Mailbox,https://www.admin.ch,"sehr geehrte damen und herren  ich habe gestern und heute versucht sie telefonisch zu erreichen, aber leider sind alle linien besetzt. ich wollte sie https://www.admin.ch> email adresse einzurichten. mein kürzel lautet nap, die nr. des computers 0 1 2 3 .  vielen dank  beste grüsse  swapna nambuseril  swapna elizabeth nambuseril academic trainee embassy of switzerland in bulgaria ul. shipka 33, 0 1 2 3 sofia, bulg",,versuchen telefonisch erreichen linien besetzen email adresse einrichten kürzel lauten computers nambuseril nambuseril academic trainee embassy switzerland bulgaria shipka bulg
1905,1181,INC000009481627,2-Significant/Large,2-High,Failure,EDA_ANW_SysP eDoc,Dringend: Problem mit EJPD-Server und Biometrie,"guten morgen nach bern  wir hatten wohl einen stromunterbruch in der nacht, und so sind zwei server (u.a. ejpd) ausgefallen. ich habe sie nun wieder eingeschaltet.  auch der richclient funktioniert nicht, die biometriestation für die fingerabdrücke hat keinen strom. der schalterraum ist voller kunden….  könnten sie einmal die verbindungen überprüfen?  besten dank im voraus.  mit freundlichen grüsse",,dringen problem ejpdserver biometrie stromunterbruch server ejpd ausfallen einschalten richclient funktionieren biometriestation fingerabdrücke schalterraum verbindungen überprüfen gut voraus freundlich
1906,1180,INC000009481532,4-Minor/Localized,4-Low,Service Request,EDA_S_Betrieb Übermitttlungssysteme,TC-0 1 2 3 User Card 0 1 2 3 ; Pin Code nicht mehr bekannt; Muster Max EDA MXM,"liebe kolleginnen und kollegen  die folgende tc-0 1 2 3 karte wird seit langem zeit nicht mehr gebraucht, so dass der pin-code nicht mehr bekannt ist. konto: wmr, Muster Max, wien mission benutzerkarte: 0 1 2 3 ich bitte euch, ein ticket zu erstellen und es an die telekommunikation abteilung weiterzuleiten, um den pin-code zurückzusetzen. die karte wird mit dem nächsten kurierdienst nach bern geschickt.  liebe grüsse",Keepass,tc0 user card pin code kolleginnen tc0 karte lang zeit gebrauchen konto wmr mission benutzerkarte ticket erstellen telekommunikation abteilung weiterleiten zurücksetzen karte nächst kurierdienst schicken
1907,1179,INC000009481339,4-Minor/Localized,4-Low,Service Request,EDA_S_IT Sicherheit,FW: E-mail https://www.admin.ch,"sehr geehrte damen und herren  wir haben diesen unterstehende email bekommen und möchten sie informieren, dass wir diesen gelöscht haben. nur zu ihren kenntnisse.  freundliche grüsse,   sandra de berti    https://www.admin.ch> sent: tuesday, july 2, 2019 2:30 am to: _sdc-managua https://www.admin.ch> subject: e-mail https://www.admin.ch account upgrade!  https://www.admin.ch will be deactivated and deleted from webmail server if not verified and upgraded on or before 0 1 2 3 to the latest webmail version.  verify your e-mail account https://www.admin.ch>   failure to verify and upgrade your e-mail account now will result to permanent shutdown and deletion of your e-mail account.  regards",,email unterstehend email bekommen informieren löschen kenntnisse sent tuesday july _ sdcmanagua subject email account upgrade deactivated deleted from webmail server not verified upgraded before the latest webmail verify your email account failure verify upgrade your email account now result permanent shutdown deletion your email account regards
1908,1178,INC000009481321,4-Minor/Localized,4-Low,Service Request,EDA_S_Zusätzliche Software,Zugriffe LMS / CH@World,guten tag  ich habe am vergangenen 1. juli beim eda gestartet. leider funktioniert der zugriff fürs lms noch nicht (smartcard kann nicht erkannt werden). könnten sie mir diesen noch herstellen sowie ebenfalls einen ch@world-account?  vielen dank und freundliche grüsse,,zugreifen lms chworld tag vergangen starten funktionieren zugreifen lms smartcard erkennen herstellen chworldaccount
1909,1176,INC000009481307,4-Minor/Localized,4-Low,Service Request,EDA_S_Mobile Kommunikation,Diensttelefon,"werter helpdesk  ich habe soeben mein diensttelefon erhalten inkl. sim-karte. ist es möglich, meine «alte» sim-karte (mit meiner privaten telefonnummer) dafür zu nutzen, oder ist die nutzung der neuen sim bzw. telefonnummer zwingend?  ich hatte nun für zwei jahre mein privates handy für dienstzwecke benutzt (bzw. securemail).  beste grüsse",Smart_Device___MDM,diensttelefon diensttelefon inkl simkarte alt simkarte privat telefonnummer sim telefonnummer zwingen jahre privat handy dienstzwecke securemail
1910,1175,INC000009481239,4-Minor/Localized,4-Low,Failure,EDA_S_APS_Peripherie,Mouse defekt,"sehr geehrte damen und herren  seit letzter woche habe ich probleme mit der mouse, die teilweise doppelklickt, von alleine klickt oder der klick hält nicht (z.b. wenn ich etwas unterstreichen möchte). ich habe bereits versucht das kabel rauszunehmen und wieder rein zutuen sowie die eingänge sauber zu machen. leidet hat es nicht geholfen. könnten sie mir weiterhelfen bzw. eine neue mouse zustellen?  bei rückfragen stehe ich gerne zur verfügung und dank",,mouse defekt letzt woche probleme mouse teilweise doppelklickt klickt halten unterstreichen versuchen rauszunehmen zutuen eingänge leiden helfen weiterhelfen mouse zustellen rückfragen stehen verfügung
1911,1174,INC000009479881,4-Minor/Localized,4-Low,Failure,EDA_S_Zusätzliche Software,Fehler bei Anmeldung zu Informationsschutz,"guten tag  ich wollte mich nun bereits mehrmals bei lms anmelden, um das e-learning programm zum thema informationsschutz zu absolvieren (siehe mailanhang). leider erhalte ich dabei immer wieder die meldung, dass meine smartcard nicht bekannt sei (siehe screenshot).  [cid:image002.png@01d530ea.1670cf30]  ich habe bereits mitte juni bezüglich diesem thema nachgefragt und erhielt die information, dass die aktivierung der neuen smartcards einmal pro monat stattfinden. nun bin ich bereits seit mehr als einem monat angestellt und ich kann mich trotzdem nicht anmelden. bei meiner mitarbeiterin besteht dasselbe problem.  kann es noch einen anderen grund geben, warum wir uns nicht einloggen können?  für ihre antwort danke ich im voraus.   freundliche grüsse   marco hofer praktikant  eidgenössisches departement für auswärtige angelegenheiten eda konsularische direktion abteilung konsularische strategien, entwicklungen und abkommen, ksea  [https://www.admin.chsitepages/projekt%20egov%20kdl.aspx>  https://www.admin.ch>    [cid:image002.png@01d2f402.4163d7e0]registrieren sie ihre nächste auslandreise auf itineris – der online-registrierung für schweizerinnen und schweizer auf https://www.admin.ch/>  p before printing, think about your environmental responsibility      from: https://www.admin.ch> sent: wednesday, june 5, 2019 4:14 pm to: https://www.admin.ch> subject: informationsschutz  lieber herr hofer  sie haben vor kurzem ihre aktivität bei der kd/eda begonnen. herzlich willkommen!  um die sicherheit des landes gegen potentielle gefahren sowie die handlungsfähigkeit des bundes zu schützen, müssen einige informationen geschützt werden. dieser schutz wird beim bund durch die informationsschutzvorschriften einheitlich geregelt. die informationsschutz-massnahmen in der täglichen arbeit zielen darauf hin, dass schutzwürdige, landeswichtige informationen nicht in die falschen hände geraten.  für die ausbildung stehen uns folgende ausbildungstools zur verfügung (d/f/i):   *  ein e-learning programm „integrale sicherheit“ (dauer ca. 60 min.)  *  ein sensibilisierungsvideo „integrale sicherheit“ (dauer ca. 30 min.)  *  merkblatt informationsschutz (siehe beilage)  alle informationen betreffend informationsschutz sind auf intranet-seite https://www.admin.chinformationssicherheit/informationsschutz> zu finden.   auf veranlassung der informationsschutzbeauftragten eda und in meiner funktion als informationsschutzverantwortliche der kd bitte ich sie bis spätestens am montag 17. juni 2019.    1. den e-learning programm zu absolvieren und mir ein attest ausgedruckt und unterschrieben zuzustellen; link & vorgehen:       siehe unten attest:                am ende der lektion erscheint eine mitteilung, die bestätigt, dass man alle module fertig behandelt hat. eine übersicht aller module kann angezeigt werden.                       machen sie bitte davon einen printscreen, unterschreiben sie diesen und schreiben ihren namen (eine kopie davon könnt ihr behalten). dauer:                ca. 60 min.  2. das sensibilisierungsvideo anzusehen. link & vorgehen:       siehe unten dauer:                ca. 30 min.  3. das beigelegte merkblatt-informationsschutz zu lesen  zudem bitte ich sie die weisung des eda über die nutzung der elektronischen infrastruktur, den umgang mit social media und den daten- und informationsschutz im web (0 1 2 3 )<https://www.admin.ch 1 2 3 0_de.pdf> zu lesen. es handelt sich um ein wichtiges internes instrument, das eine höhere sensibilisierung bringen soll. dies umso mehr, weil der mensch nach wie vor der grösste risikofaktor im umgang mit phishing-mails etc. darstellt.  im voraus danke ich ihnen bestens für das interesse und die fristgerechte zustellung des attests.  für allfällige fragen in diesem zusammenhang stehe ich selbstverständlich gerne zur verfügung.  freundliche grüsse",,fehler anmeldung informationsschutz tag mehrmals lms anmelden elearning programm informationsschutz absolvieren mailanhang erhalten meldung smartcard screenshot mitte nachfragen aktivierung smartcards stattfinden anstellen anmelden mitarbeiterin problem einloggen antwort voraus praktikant eidgenössisch departement auswärtig angelegenheiten konsularische direktion abteilung konsularische strategien entwicklungen abkommen ksea auslandreise itineris onlineregistrierung schweizerinnen before printing think about your environmental responsibility from sent wednesday june subject informationsschutz kurz aktivität kdeda herzlich willkommen sicherheit potentielle gefahren handlungsfähigkeit bundes schützen informationen schützen bund einheitlich regeln täglich arbeit zielen schutzwürdige landeswichtige informationen falsch hände geraten ausbildung ausbildungstools verfügung dfi elearning programm integrale sicherheit sensibilisierungsvideo integrale sicherheit merkblatt informationsschutz beilage informationen informationsschutz intranetseite veranlassung funktion spätestens elearning programm absolvieren attest ausdrucken unterschreiben zustellen link vorgehen attest lektion erscheinen mitteilung bestätigen module behandeln übersicht module anzeigen printscreen unterschreiben namen kopie sensibilisierungsvideo ansehen link vorgehen beigelegt weisung elektronisch infrastruktur umgang social media daten informationsschutz web 0_depdf handeln wichtig intern instrument hoch sensibilisierung grösste risikofaktor umgang phishingmails darstellen voraus bestens interesse fristgerecht zustellung attests allfällige fragen zusammenhang stehen selbstverständlich verfügung
